ticket_id,merchant_id,opened_at,channel,subject,body,status,txn_ref
TK-100803,MER-0034,2026-04-19 11:35:00,whatsapp,Callback not firing on our staging environment,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",pending_merchant,PN100102832
TK-100804,MER-0004,2026-04-06 06:31:00,phone,Customer double charged,"We need to refund 59.83 on PN100138017, the goods were returned. What is the process and how long does it take to reflect?",pending_merchant,PN100138017
TK-100805,MER-0034,2026-04-15 12:27:00,whatsapp,Where is our payout for 15 Apr?,"We have not received settlement for 15 Apr 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",pending_merchant,PN100011341
TK-100806,MER-0053,2026-03-06 13:33:00,portal,Where is our payout for 06 Mar?,Good morning team. We reconciled our till this morning and the payout for 06 Mar 2026 has still not hit our FCA account. Our records show 11.07 collected. Please advise when we should expect it.,resolved,PN100000280
TK-100807,MER-0028,2026-04-24 19:45:00,portal,Settlement not received for 24 Apr,"Hie, kindly confirm status of our settlement. Amount expected is around 420.60. Ref PN100118496.",closed,PN100118496
TK-100808,MER-0030,2026-04-21 12:21:00,portal,Callback not firing on our staging environment,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",resolved,
TK-100809,MER-0025,2026-04-13 09:40:00,email,Funds still not in our account,"Hie, kindly confirm status of our settlement. Amount expected is around 23.12. Ref PN100163091.",resolved,PN100163091
TK-100810,MER-0056,2026-03-01 16:59:00,portal,Transaction PN100084437 failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref PN100084437 is one example. Is there a problem on the rail side or is it us?,closed,PN100084437
TK-100811,MER-0053,2026-03-05 06:54:00,email,Query on fees charged this month,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,open,PN100000527
TK-100812,MER-0050,2026-04-08 14:34:00,email,API returning 401 after key rotation,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",resolved,
TK-100813,MER-0017,2026-03-23 11:24:00,email,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref PN100057629 is one example. Is there a problem on the rail side or is it us?,closed,PN100057629
TK-100814,MER-0016,2026-04-20 18:03:00,portal,Transaction PN100038634 failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref PN100038634 is one example. Is there a problem on the rail side or is it us?,pending_merchant,PN100038634
TK-100815,MER-0001,2026-04-14 08:32:00,portal,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref PN100142919 is one example. Is there a problem on the rail side or is it us?,closed,PN100142919
TK-100816,MER-0016,2026-04-15 12:17:00,email,Possible fraudulent payments overnight,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is not recorded. Can you block that payer and advise on next steps?",resolved,
TK-100817,MER-0026,2026-03-05 11:41:00,whatsapp,Payment declined repeatedly,"A customer tried to pay n/a and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is not recorded. Please reverse or confirm.",closed,
TK-100818,MER-0023,2026-04-07 18:31:00,phone,Callback not firing on our staging environment,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",closed,
TK-100819,MER-0038,2026-03-26 06:02:00,whatsapp,Callback not firing on our staging environment,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",closed,PN100041676
TK-100820,MER-0062,2026-03-21 07:37:00,email,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref PN100176380 is one example. Is there a problem on the rail side or is it us?,pending_merchant,PN100176380
TK-100821,MER-0024,2026-04-03 06:05:00,portal,Customer payment failed but was debited,Customer says payment went through on their phone but our dashboard shows failed. PN100073143. They are in the shop now and refusing to pay again.,open,PN100073143
TK-100822,MER-0015,2026-03-09 13:03:00,portal,API returning 401 after key rotation,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",closed,PN100084226
TK-100823,MER-0048,2026-04-10 12:19:00,portal,Settlement not received for 10 Apr,"We have not received settlement for 10 Apr 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",pending_merchant,PN100178140
TK-100824,MER-0039,2026-04-20 18:29:00,phone,Please reverse duplicate charge,"We need to refund n/a on not recorded, the goods were returned. What is the process and how long does it take to reflect?",open,
TK-100825,MER-0002,2026-03-19 18:05:00,email,Request for fee breakdown,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,resolved,PN100117987
TK-100826,MER-0019,2026-04-01 18:28:00,phone,Query on fees charged this month,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,pending_merchant,PN100083231
TK-100827,MER-0021,2026-03-20 19:36:00,portal,Payment declined repeatedly,Customer says payment went through on their phone but our dashboard shows failed. not recorded. They are in the shop now and refusing to pay again.,open,
TK-100828,MER-0051,2026-03-03 13:50:00,email,Transaction PN100145619 failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. PN100145619. They are in the shop now and refusing to pay again.,pending_merchant,PN100145619
TK-100829,MER-0057,2026-03-30 07:00:00,portal,Where is our payout for 30 Mar?,"Hie, kindly confirm status of our settlement. Amount expected is around 1.56. Ref PN100084772.",resolved,PN100084772
TK-100830,MER-0007,2026-04-13 08:37:00,whatsapp,Query on fees charged this month,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,closed,PN100035088
TK-100831,MER-0010,2026-04-10 10:58:00,phone,Refund request for PN100089345,"We need to refund 66.65 on PN100089345, the goods were returned. What is the process and how long does it take to reflect?",resolved,PN100089345
TK-100832,MER-0058,2026-03-31 15:21:00,portal,Settlement not received for 31 Mar,"We have not received settlement for 31 Mar 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",resolved,PN100052724
TK-100833,MER-0040,2026-04-26 06:54:00,portal,Possible fraudulent payments overnight,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is PN100021608. Can you block that payer and advise on next steps?",pending_merchant,PN100021608
TK-100834,MER-0035,2026-04-29 12:45:00,email,Transaction PN100045196 failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. PN100045196. They are in the shop now and refusing to pay again.,pending_merchant,PN100045196
TK-100835,MER-0026,2026-04-22 08:15:00,email,Payment declined repeatedly,Customer says payment went through on their phone but our dashboard shows failed. PN100164744. They are in the shop now and refusing to pay again.,closed,PN100164744
TK-100836,MER-0018,2026-04-04 12:06:00,portal,Refund request for PN100117450,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100117450, amount 303.37. She has been calling since yesterday.",closed,PN100117450
TK-100837,MER-0034,2026-03-15 12:47:00,portal,API returning 401 after key rotation,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",resolved,PN100118948
TK-100838,MER-0055,2026-03-30 14:16:00,email,Funds still not in our account,Good morning team. We reconciled our till this morning and the payout for 30 Mar 2026 has still not hit our FCA account. Our records show 44.71 collected. Please advise when we should expect it.,open,PN100176424
TK-100839,MER-0037,2026-04-02 13:48:00,email,Customer payment failed but was debited,We are seeing a lot of declines this afternoon on mobile money. Ref PN100003077 is one example. Is there a problem on the rail side or is it us?,resolved,PN100003077
